code;instant;source;description;target
7867;2016-10-02 00:00:00.000;K11308001B;"ABCOM - TIRANE - ";
7868;2016-10-03 00:00:00.000;J62903255K;"KREKA SHPK - ELBASAN - ";
7869;2016-10-03 00:00:00.000;J62904311H;"HARD & SOFT PROFESIONAL SHPK - ELBASAN - ";
7870;2016-10-04 00:00:00.000;L46419209L;"ELTON LILAJ - VLORE - ";
7871;2016-10-04 00:00:00.000;L12510401V;"BAJRAKTARI CONSTRUCTION SHPK - FIER - ";
7872;2016-10-04 00:00:00.000;J61817045K;"KADIU SHA -  - ";
7873;2016-10-04 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
7874;2016-10-05 00:00:00.000;K11308001B;"ABCOM - TIRANE - ";
7875;2016-10-05 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
7876;2016-10-06 00:00:00.000;K36308201D;"SALATAJ GJ - VLORE - ";
7877;2016-10-07 00:00:00.000;L36411204A;"ARTAN BRAHIMAJ - VLORE - ";
7878;2016-10-08 00:00:00.000;K71822801C;"DIMAPAK SHPK - TIRANE - ";
7879;2016-10-08 00:00:00.000;L52310028T;"4 K TRADING ALBANIA - TIRANE - ";
7880;2016-10-09 00:00:00.000;L37222206U;"ERJON JAUPI - VLORE - ";
7881;2016-10-01 00:00:00.000;K71821013S;"DM CONSULTING SERVICES - TIRANE - ";
7882;2016-10-11 00:00:00.000;K26330201T;"NISATEL SHPK - VLORE - ";
7883;2016-10-11 00:00:00.000;K81607050Q;"MEGATEK  - TIRANE - ";
7884;2016-10-11 00:00:00.000;L52310028T;"4 K TRADING ALBANIA - TIRANE - ";
7885;2016-10-11 00:00:00.000;K4161418O;"CELESI DESIGN&PUBLICITET - TIRANE - ";
7886;2016-10-12 00:00:00.000;K91410043U;"GENIAL SHPK - TIRANE - ";
7887;2016-10-10 00:00:00.000;;"NANSI 200 LTD - BULLGARI - ";
7888;2016-10-13 00:00:00.000;L04820001N;"DAISY & ETM  PAJISJE FISKALE - KORCE - ";
7889;2016-10-01 00:00:00.000;L61516001H;"DONIKA NDINI - TIRANE - ";
7890;2016-10-14 00:00:00.000;L36518201N;"A.M.L SHPK - VLORE - ";
7891;2016-10-14 00:00:00.000;L36518201N;"A.M.L SHPK - VLORE - ";
7892;2016-10-12 00:00:00.000;J61824038Q;"TRANSALBANIA SHPK - TIRANE - ";
7893;2016-10-15 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
7894;2016-10-15 00:00:00.000;L37222206U;"ERJON JAUPI - VLORE - ";
7895;2016-10-16 00:00:00.000;L37222206U;"ERJON JAUPI - VLORE - ";
7896;2016-10-17 00:00:00.000;K71822801C;"DIMAPAK SHPK - TIRANE - ";
7897;2016-10-17 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
7898;2016-10-12 00:00:00.000;J61824038Q;"TRANSALBANIA SHPK - TIRANE - ";
7899;2016-10-12 00:00:00.000;J61824038Q;"TRANSALBANIA SHPK - TIRANE - ";
7900;2016-10-18 00:00:00.000;K31418036C;"INFOSOFT SD SHPK  FINANCA 5 - TIRANE - ";
7901;2016-10-18 00:00:00.000;J62426002Q;"INFOSOFT OFFICE SHPK - TIRANE - ";
7902;2016-10-19 00:00:00.000;K11308001B;"ABCOM - TIRANE - ";
7903;2016-10-19 00:00:00.000;J92305001S;"LINDA SHPK - TIRANE - ";
7904;2016-10-20 00:00:00.000;L33709406U;"ALPAK SOLUTIONS SHPK - TIRANE - ";
7905;2016-10-20 00:00:00.000;L12122018Q;"SHQIPTARJA.COM - TIRANE - ";
7906;2016-10-21 00:00:00.000;K71822801C;"DIMAPAK SHPK - TIRANE - ";
7907;2016-10-22 00:00:00.000;;"MARPRO LOJISTIK ULUSLAR ARASI - TURQI - ";
7908;2016-10-22 00:00:00.000;K36608208V;"COLOMBO SHPK - TIRANE - ";
13031;2017-11-25 00:00:00.000;;"B.SH HISNI APARATI D.O.O NAZARJE - SAVINJSKA CESTA 30 - ";M1
13032;2017-11-25 00:00:00.000;;"DISTANTE ELETTRODOMESTICI S.r.l - ITALI, 72623,Mesagne Brindisi - ";M1
13033;2017-11-25 00:00:00.000;;"TIS ITALIA SRL - VIALE LOMBARDIA 44 - ";M1
13034;2017-11-25 00:00:00.000;;"TECHNOMARKET BULGARIA - BULLGARI - ";M1
13035;2017-11-25 00:00:00.000;;"SI EL SRL - ITALI - ";M1
13036;2017-11-10 00:00:00.000;L42506401E;"REDIAN MERKAJ - FIER - ";
13037;2017-11-20 00:00:00.000;K11308001B;"ABCOM - TIRANE - ";
13038;2017-11-25 00:00:00.000;L62210023A;"EMANUEL FEJZULLA - TIRANE - ";M1
13039;2017-11-27 00:00:00.000;;"GUANGDONG GALANZ MICROWAVE OVEN - KINE - ";M1
13040;2017-11-16 00:00:00.000;L16915203R;"TODI VIDHAJ - VLORE - ";
13041;2017-11-23 00:00:00.000;L76604205F;"REDJON SHABANI - VLORE - ";
13042;2017-11-01 00:00:00.000;;"MIRJAM IBRAHIMI HAXHI QERADHENES - VLORE - ";
13044;2017-11-01 00:00:00.000;;"VEZIKO KARCANAJ - VLORE - ";
13045;2017-11-01 00:00:00.000;;"ARDIANO JATISHI - ARDIANO JATISHI - ";
13046;2017-11-01 00:00:00.000;;"ILIRJAN LAMCE QERADHENES - VLORE - ";
13047;2017-11-01 00:00:00.000;;"KOSTIKA LAKO - TIRANE - ";
13048;2017-11-01 00:00:00.000;;"NUSTRET AVDULI - FIER - ";
13049;2017-11-01 00:00:00.000;;"XHUVI SHARXHI - TIRANE - ";
13050;2017-11-01 00:00:00.000;;"JULJAN FLORINA ZYKAJ - VLORE - ";
13054;2017-11-27 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
13055;2017-11-24 00:00:00.000;J61824038Q;"TRANSALBANIA SHPK - TIRANE - ";
13056;2017-11-24 00:00:00.000;J61824038Q;"TRANSALBANIA SHPK - TIRANE - ";
13043;2017-12-02 00:00:00.000;;"SGM DISTRIBUZIONE SRL UNIEURO - FORLI ITALI - ";M1
13051;2017-12-02 00:00:00.000;;"DISTANTE ELETTRODOMESTICI S.r.l - ITALI, 72623,Mesagne Brindisi - ";M1
13052;2017-12-02 00:00:00.000;;"SI EL SRL - ITALI - ";M1
13088;2017-11-20 00:00:00.000;L21401024J;"ELDA DEDJA - TIRANE - ";
13089;2017-11-01 00:00:00.000;K11308001B;"ABCOM - TIRANE - ";
13090;2017-11-27 00:00:00.000;K36526216H;"AJLA -SA SHPK XEROX - VLORE - ";
13091;2017-11-01 00:00:00.000;K72410014H;"OSHEE SHA - TIRANE - ";
13092;2017-11-01 00:00:00.000;K72410014H;"OSHEE SHA - TIRANE - ";
13093;2017-11-20 00:00:00.000;K11308001B;"ABCOM - TIRANE - ";
13094;2017-12-05 00:00:00.000;;"NAVONI DAYANIKLI (ARDA ORNER) - TURQI - ";M1
13095;2017-12-05 00:00:00.000;;"SUNNY ATAMACA ELEKTRONI K SAN VE TIC - TURQI - ";M1
13096;2017-12-05 00:00:00.000;;"OCEAN OVERSEAS   VESTEL TICARET - TURQI - ";M1
13097;2017-12-05 00:00:00.000;;"OCEAN OVERSEAS   VESTEL TICARET - TURQI - ";M1
13098;2017-12-04 00:00:00.000;;"OCEAN OVERSEAS   VESTEL TICARET - TURQI - ";M1
13099;2017-12-05 00:00:00.000;;"LANOVA EV GERECLERI - TURQI - ";M1
13100;2017-11-30 00:00:00.000;L03202402E;"NEXHAT MEHONIQI - FIER - ";
13101;2017-11-19 00:00:00.000;K32513854F;"LIBRARI MIMOZA - KAVAJE - ";
13102;2017-11-25 00:00:00.000;K32515879A;"HASAN KORBI - KAVAJE - ";
13108;2017-12-07 00:00:00.000;;"ALBA COMERCIALE SRL - FOSSALTA DI PORTOGRUARDO - ";M1
13109;2017-12-07 00:00:00.000;;"INTER SALES (DENVER ELECTRONICS) - DANIMARK - ";M1
13111;2017-12-09 00:00:00.000;;"TERMIKEL DIS TICARET A.S - TURQI - ";M1
13116;2017-12-09 00:00:00.000;;"TECHNOMARKET BULGARIA - BULLGARI - ";M1
13053;2017-12-02 00:00:00.000;;"DISTANTE ELETTRODOMESTICI S.r.l - ITALI, 72623,Mesagne Brindisi - ";M1
13067;2017-11-22 00:00:00.000;J61824038Q;"TRANSALBANIA SHPK - TIRANE - ";
13068;2017-11-04 00:00:00.000;L17224204M;"RDA 11 SHPK - VLORE - ";M1
13069;2017-11-10 00:00:00.000;L17224204M;"RDA 11 SHPK - VLORE - ";M1
13070;2017-11-20 00:00:00.000;L17224204M;"RDA 11 SHPK - VLORE - ";M1
13071;2017-11-22 00:00:00.000;L17224204M;"RDA 11 SHPK - VLORE - ";M1
13072;2017-11-30 00:00:00.000;L17224204M;"RDA 11 SHPK - VLORE - ";M1
13073;2017-11-27 00:00:00.000;J71413001L;"TV KLAN SHA - TIRANE - ";
13074;2017-11-30 00:00:00.000;J71413001L;"TV KLAN SHA - TIRANE - ";
13075;2017-11-18 00:00:00.000;K91410043U;"GENIAL SHPK - TIRANE - ";
13076;2017-11-23 00:00:00.000;J62426002Q;"INFOSOFT OFFICE SHPK - TIRANE - ";
13077;2017-11-29 00:00:00.000;K71822801C;"DIMAPAK SHPK - TIRANE - ";
13078;2017-11-27 00:00:00.000;K91410043U;"GENIAL SHPK - TIRANE - ";
13079;2017-11-20 00:00:00.000;K91410043U;"GENIAL SHPK - TIRANE - ";
13080;2017-11-25 00:00:00.000;L61523053B;"ENERGREEN AD ANI MURATI - TIRANE - ";
13081;2017-11-18 00:00:00.000;L21401024J;"ELDA DEDJA - KORCE - ";
13082;2017-11-18 00:00:00.000;K91410043U;"GENIAL SHPK - TIRANE - ";
13083;2017-11-27 00:00:00.000;K4161418O;"CELESI DESIGN&PUBLICITET - TIRANE - ";
13084;2017-11-29 00:00:00.000;L57214206F;"GENTJAN COBAJ - VLORE - ";
13085;2017-11-29 00:00:00.000;K36708203H;"ARBEN BELAJ - VLORE - ";
13086;2017-11-29 00:00:00.000;L76620202P;"FATMIR ABAZAJ - VLORE - ";
13087;2017-11-30 00:00:00.000;L76620202P;"FATMIR ABAZAJ - VLORE - ";
13057;2017-11-27 00:00:00.000;L76620202P;"FATMIR ABAZAJ - VLORE - ";
13058;2017-11-28 00:00:00.000;L57214206F;"GENTJAN COBAJ - VLORE - ";
13059;2017-11-01 00:00:00.000;K61808034U;"GS1 ALBANIA - TIRANE - ";
13060;2017-11-28 00:00:00.000;L57214206F;"GENTJAN COBAJ - VLORE - ";
13061;2017-11-25 00:00:00.000;K36708203H;"ARBEN BELAJ - VLORE - ";
13062;2017-11-27 00:00:00.000;K36708203H;"ARBEN BELAJ - VLORE - ";
13063;2017-11-26 00:00:00.000;L76620202P;"FATMIR ABAZAJ - VLORE - ";
13064;2017-11-04 00:00:00.000;L36401202C;"MARTED HOXHAJ - VLORE - ";
13065;2017-11-21 00:00:00.000;;"TRANSPORT BULLGARIA - BULLGARI - ";
13066;2017-11-25 00:00:00.000;L37222206U;"ERJON JAUPI - VLORE - ";
13103;2017-11-30 00:00:00.000;K72223025M;"ARB SECURITY - TIRANE - ";
13104;2017-11-30 00:00:00.000;K32712210C;"KUMRIA 1 - ELBASAN - ";
13105;2017-11-30 00:00:00.000;L22410001S;"ETNA  AL - TIRANA - ";
13106;2017-11-29 00:00:00.000;K12007002U;"TOP CHANNEL  SHPK - TIRANE - ";
13107;2017-11-30 00:00:00.000;K46526058R;"DANI SECURITY SHPK - SHKODER - ";
13110;2017-12-08 00:00:00.000;;"TECHNOMARKET BULGARIA - BULLGARI - ";M1
13112;2017-12-07 00:00:00.000;J61820049L;"ITD SHPK - TIRANE - ";M1
13113;2017-12-07 00:00:00.000;J61820049L;"ITD SHPK - TIRANE - ";M1
13114;2017-12-07 00:00:00.000;J61820049L;"ITD SHPK - TIRANE - ";M1
13115;2017-12-07 00:00:00.000;J61820049L;"ITD SHPK - TIRANE - ";M1
13124;2017-12-11 00:00:00.000;K46811001V;"ALBAMEDIA - TIRANE - ";M1
13125;2017-12-15 00:00:00.000;;"SI EL SRL - ITALI - ";M1
13117;2017-12-10 00:00:00.000;;"RIVA SRL - ITALI - ";M1
13118;2017-12-10 00:00:00.000;;"ELTRONIC S.R.L (DCG) - ITALI - ";M1
13119;2017-12-10 00:00:00.000;;"SI EL SRL - ITALI - ";M1
13120;2017-12-10 00:00:00.000;;"DISTANTE ELETTRODOMESTICI S.r.l - ITALI, 72623,Mesagne Brindisi - ";M1
13121;2017-12-10 00:00:00.000;;"TIS ITALIA SRL - VIALE LOMBARDIA 44 - ";M1
13122;2017-12-13 00:00:00.000;;"TECHNOMARKET BULGARIA - BULLGARI - ";M1
13123;2017-12-13 00:00:00.000;;"GAMA NPT - Rr.MAGJ.FERIZAJ/URESOVAC - ";M1
13126;2017-12-15 00:00:00.000;;"DISTANTE ELETTRODOMESTICI S.r.l - ITALI, 72623,Mesagne Brindisi - ";M1
13127;2017-12-15 00:00:00.000;;"CONSUMER ELECTRONICS SPA - ITALI - ";M1
13128;2017-12-15 00:00:00.000;;"TREVI SPA - ITALI - ";M1
13129;2017-12-16 00:00:00.000;;"SMEG - 42016 GUASTELLA RE - ";M1
13130;2017-12-16 00:00:00.000;;"DISTANTE ELETTRODOMESTICI S.r.l - ITALI, 72623,Mesagne Brindisi - ";M1
13131;2017-12-16 00:00:00.000;;"SGM DISTRIBUZIONE SRL UNIEURO - FORLI ITALI - ";M1
13132;2017-12-16 00:00:00.000;;"ALBA-TRADE HANDLES - AUSTRI - ";M1
13138;2017-12-19 00:00:00.000;;"ALBA-TRADE HANDLES - AUSTRI - ";M1
13139;2017-12-01 00:00:00.000;J98009202P;"LAJTHIZA INVEST SHA - KUKES - ";
13140;2017-12-19 00:00:00.000;;"VITEK ELECTRONICS INTERNATIONAL - KINE - ";M1
13141;2017-12-01 00:00:00.000;J61824053N;"ALBTELECOM EAGLE MOBILE SHA - TIRANE - ";
13143;2017-12-19 00:00:00.000;;"NAVONI DAYANIKLI (ARDA ORNER) - TURQI - ";M1
13144;2017-12-19 00:00:00.000;;"LANOVA EV GERECLERI - TURQI - ";M1
13145;2017-12-01 00:00:00.000;K12007002U;"TOP CHANNEL  SHPK - TIRANE - ";
13133;2017-12-15 00:00:00.000;;"RE MA METAL TEKSTIL INS GIDA SAN - TURQI - ";M1
13134;2017-12-14 00:00:00.000;J61820049L;"ITD SHPK - TIRANE - ";M1
13135;2017-12-18 00:00:00.000;;"HOMA APPLIANCES CO LTD - KINE - ";M1
13136;2017-12-18 00:00:00.000;;"IMC CENTINTAS DIS DIS TICARET - 75 YIL MH ORGANIZE SAN BULOGEZ - ";M1
13137;2017-12-18 00:00:00.000;GB11923472;"GPSG - TURQI - ";M1
13142;2017-12-19 00:00:00.000;;"SUNNY ATAMACA ELEKTRONI K SAN VE TIC - TURQI - ";M1
13146;2017-12-01 00:00:00.000;L51907030J;"TOROS TRANSPORT - TIRANE - ";
13147;2017-12-01 00:00:00.000;L36411204A;"ARTAN BRAHIMAJ - VLORE - ";
13154;2017-12-07 00:00:00.000;K74720403K;"EDI HALILAJ - LUSHNJE - ";
13155;2017-12-01 00:00:00.000;K83410201O;"BAHITI G SHPK - ELBASAN - ";
13156;2017-12-12 00:00:00.000;K11308001B;"ABCOM - TIRANE - ";
13157;2017-12-12 00:00:00.000;K11308001B;"ABCOM - TIRANE - ";
13160;2017-12-01 00:00:00.000;L33709406U;"ALPAK SOLUTIONS - TIRANE - ";
13161;2017-12-05 00:00:00.000;K33915001O;"ILIRJAN POSTOLI - KORCE - ";
13162;2017-12-15 00:00:00.000;K33915001O;"ILIRJAN POSTOLI - KORCE - ";
13163;2017-12-04 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
13164;2017-12-04 00:00:00.000;K91608002D;"IFT NOVA SHPK - TIRANE - ";
13166;2017-12-05 00:00:00.000;;"OZATA - TURQI - ";
13169;2017-12-20 00:00:00.000;;"OCEAN OVERSEAS   VESTEL TICARET - TURQI - ";M1
13170;2017-12-16 00:00:00.000;K36526216H;"AJLA-SA XEROX SHPK - VLORE - ";
13171;2017-12-20 00:00:00.000;K72217008P;"SALI ELEKTRIK - TIRANE - ";M1
13172;2017-12-18 00:00:00.000;K36526216H;"AJLA-SA XEROX SHPK - VLORE - ";
13176;2017-12-19 00:00:00.000;L16915205R;"TODI VIDHAJ - VLORE - ";
13177;2017-12-19 00:00:00.000;L16915205R;"TODI VIDHAJ - VLORE - ";
13178;2017-12-01 00:00:00.000;K72410014H;"OSHEE SHA - TIRANE - ";
13181;2017-12-18 00:00:00.000;L53506205E;"E-TECH SHPK - ELBASAN - ";
13189;2017-12-07 00:00:00.000;K86421201G;"GLADIOLA SHEHAJ - VLORE - ";
13190;2017-12-07 00:00:00.000;K92110020V;"SGS AUTOMOTIVE ALBANIA - VLORE - ";
13191;2017-12-07 00:00:00.000;;"NANSI 200 LTD - BULLGARI - ";
13192;2017-12-09 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
13193;2017-12-10 00:00:00.000;L37222206U;"ERJON JAUPI - VLORE - ";
13194;2017-12-11 00:00:00.000;L57214206F;"GENTJAN COBAJ - VLORE - ";
13195;2017-12-11 00:00:00.000;K36708203H;"ARBEN BELAJ - VLORE - ";
13196;2017-12-11 00:00:00.000;;"TREXPORT - ITALI - ";
13197;2017-12-11 00:00:00.000;;"TRANSPORT BULLGARIA - BULLGARI - ";
13198;2017-12-12 00:00:00.000;L76620202P;"FATMIR ABAZAJ - VLORE - ";
13199;2017-12-12 00:00:00.000;;"OZATA - TURQI - ";
13200;2017-12-14 00:00:00.000;J71413001L;"TV KLAN SHA - TIRANE - ";
13201;2017-12-14 00:00:00.000;L46617201M;"VULLNET AVDURAMANI - VLORE - ";
13202;2017-12-14 00:00:00.000;L57214206F;"GENTJAN COBAJ - VLORE - ";
13203;2017-12-14 00:00:00.000;K36708203H;"ARBEN BELAJ - VLORE - ";
13204;2017-12-15 00:00:00.000;K36708203H;"ARBEN BELAJ - VLORE - ";
13205;2017-12-15 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
13206;2017-12-15 00:00:00.000;K16604201M;"ANA 2001 - VLORE - ";
13180;2017-12-21 00:00:00.000;;"B.SH HISNI APARATI D.O.O NAZARJE - SAVINJSKA CESTA 30 - ";M1
13207;2017-12-15 00:00:00.000;L37222206U;"ERJON JAUPI - VLORE - ";
13208;2017-12-16 00:00:00.000;L36411204A;"ARTAN BRAHIMAJ - VLORE - ";
13209;2017-12-16 00:00:00.000;L76620202P;"FATMIR ABAZAJ - VLORE - ";
13210;2017-12-16 00:00:00.000;K36708203H;"ARBEN BELAJ - VLORE - ";
13211;2017-12-16 00:00:00.000;L57214206F;"GENTJAN COBAJ - VLORE - ";
13212;2017-12-16 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
13213;2017-12-18 00:00:00.000;K36708203H;"ARBEN BELAJ - VLORE - ";
13214;2017-12-18 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
13215;2017-12-16 00:00:00.000;L51907030J;"TOROS TRANSPORT - TIRANE - ";
13216;2017-12-22 00:00:00.000;;"GAMA NPT - Rr.MAGJ.FERIZAJ/URESOVAC - ";M1
13217;2017-12-19 00:00:00.000;L76620202P;"FATMIR ABAZAJ - VLORE - ";
13218;2017-12-19 00:00:00.000;L57214206F;"GENTJAN COBAJ - VLORE - ";
13219;2017-12-19 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
13220;2017-12-19 00:00:00.000;K22103001T;"A & A INTERNATIONAL - TIRANE - ";
13221;2017-12-18 00:00:00.000;J61824038Q;"TRANSALBANIA SHPK - TIRANE - ";
13222;2017-12-18 00:00:00.000;J61824038Q;"TRANSALBANIA SHPK - TIRANE - ";
13223;2017-12-18 00:00:00.000;J61824038Q;"TRANSALBANIA SHPK - TIRANE - ";
13224;2017-12-20 00:00:00.000;K36708203H;"ARBEN BELAJ - VLORE - ";
13225;2017-12-22 00:00:00.000;;"TECHNOMARKET BULGARIA - BULLGARI - ";M1
13233;2017-12-18 00:00:00.000;J61826508M;"AL MAR SHPK - DURRES - ";
13234;2017-12-20 00:00:00.000;L61627026E;"TRIUM COMMUNICATIONS - TIRANE - ";
7114;2016-05-04 00:00:00.000;K61320001U;"ESHREF DAKO - TIRANE - ";M1
7115;2016-05-05 00:00:00.000;L36405204P;"KOVI ELEKTRIKE - VLORE - ";M1
7116;2016-05-02 00:00:00.000;K52926201M;"SITEL ALBANIA SHPK - ELBASAN - ";M1
7117;2016-05-02 00:00:00.000;K52926201M;"SITEL ALBANIA SHPK - ELBASAN - ";M1
7118;2016-04-27 00:00:00.000;L22126015N;"JUR & CHRIS SHPK - TIRANE ,VORE - ";M1
7119;2016-05-05 00:00:00.000;J61820049L;"ITD SHPK - TIRANE - ";M1
7120;2016-05-04 00:00:00.000;J61820049L;"ITD SHPK - TIRANE - ";M1
7121;2016-05-05 00:00:00.000;J61820049L;"ITD SHPK - TIRANE - ";M1
7122;2016-05-05 00:00:00.000;J61820049L;"ITD SHPK - TIRANE - ";M1
7143;2016-05-08 00:00:00.000;;"TREVI SPA - ITALI - ";M1
7142;2016-05-02 00:00:00.000;K16605201R;"ARTEG - VLORE - ";M1
7144;2016-05-08 00:00:00.000;;"ELTRONIC S.R.L (DCG) -  - ";M1
7145;2016-05-08 00:00:00.000;;"ALEAMA S.R.L - ITALI - ";M1
7146;2016-12-01 00:00:00.000;K31602028G;"ARBEN MALI - TIRANE - ";
7147;2016-12-01 00:00:00.000;J61817045K;"KADIU SHA - TIRANE - ";
7148;2016-12-01 00:00:00.000;K32712210C;"KUMRIA 1 - ELBASAN - ";
7150;2016-12-01 00:00:00.000;J62903255K;"KREKA SHPK - ELBASAN - ";
7151;2016-12-01 00:00:00.000;J62904311H;"HARD & SOFT PROFESIONAL SHPK - ELBASAN - ";
7154;2016-05-10 00:00:00.000;J61820049L;"ITD SHPK - TIRANE - ";M1
7155;2016-05-13 00:00:00.000;;"NINGBO JINLONG ELECTRIC APPLIANCE CO.,LTD - KINE, No 188 tanjialing east  - ";M1
7156;2016-05-13 00:00:00.000;;"HOMA APPLIANCES CO LTD -  - ";M1
7157;2016-05-13 00:00:00.000;;"HOMA APPLIANCES CO LTD -  - ";M1
7158;2016-05-16 00:00:00.000;;"SAMSUNG ELECTRONICS POLAND MANUFACT - POLONI - ";M1
7159;2016-05-16 00:00:00.000;;"RE MA METAL TEKSTIL INS GIDA SAN - TURQI - ";M1
7160;2016-05-16 00:00:00.000;L04820001N;"DAISY & ETM  PAJISJE FISKALE - KORCE - ";
7161;2016-05-16 00:00:00.000;L04820001N;"DAISY & ETM  PAJISJE FISKALE - VLORE - ";
7162;2016-05-17 00:00:00.000;;"HOMA APPLIANCES CO LTD -  - ";M1
7163;2016-05-18 00:00:00.000;;"RE MA METAL TEKSTIL INS GIDA SAN - TURQI - ";M1
7164;2016-05-18 00:00:00.000;;"ATMACA ELEKTRONIK SAN VE TIC - TURQI - ";M1
7165;2016-05-17 00:00:00.000;;"ATMACA ELEKTRONIK SAN VE TIC - TURQI - ";M1
7174;2016-05-19 00:00:00.000;;"SAMSUNG ELECTRONICS POLAND MANUFACT - POLONI - ";M1
7176;2016-05-21 00:00:00.000;;"DISTANTE ELETTRODOMESTICI S.r.l - ITALI, 72623,Mesagne Brindisi - ";M1
7177;2016-05-23 00:00:00.000;;"SI EL SRL - ITALI - ";M1
7178;2016-05-23 00:00:00.000;;"TECHNOMARKET BULGARIA - BULLGARI - ";M1
7179;2016-05-23 00:00:00.000;;"SGM DISTRIBUZIONE SRL - FORLI ITALI - ";M1
7180;2016-05-23 00:00:00.000;;"TECHNOLOGY INNOVATION SOLUTION ,TIS - VIALE LOMBARDIA 44 - ";M1
7183;2016-05-13 00:00:00.000;L51907030J;"TOROS TRANSPORT - TIRANE - ";
7184;2016-05-01 00:00:00.000;K11715005L;"VODAFONE ALBANIA SHA - TIRANE - ";
7185;2016-05-17 00:00:00.000;K22103001T;"A A INTERNACIONAL - TIRANE - ";
7186;2016-05-17 00:00:00.000;L22410001S;"ETNA AL - TIRANE - ";
7187;2016-05-17 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
7188;2016-05-18 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
7189;2016-05-19 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
7190;2016-05-20 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
7166;2016-05-03 00:00:00.000;K72217008P;"SALI ELEKTRIK - TIRANE - ";
7167;2016-05-03 00:00:00.000;J92211003P;"DAJTI KONSTRUKSION - TIRANE - ";
7168;2016-05-05 00:00:00.000;K72217008P;"SALI ELEKTRIK - TIRANE - ";
7169;2016-05-08 00:00:00.000;L37222206U;"ERJON JAUPI - VLORE - ";
7170;2016-05-10 00:00:00.000;L36518201N;"A.M.L SHPK - VLORE - ";
7171;2016-05-10 00:00:00.000;L36518201N;"A.M.L SHPK - VLORE - ";
7172;2016-05-10 00:00:00.000;L36518201N;"A.M.L SHPK - VLORE - ";
7173;2016-05-13 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
7191;2016-05-21 00:00:00.000;L37222206U;"ERJON JAUPI - VLORE - ";
7192;2016-05-20 00:00:00.000;;"NANSI 200 LTD - BULLGARI - ";
7193;2016-05-23 00:00:00.000;L37222206U;"ERJON JAUPI - VLORE - ";
7194;2016-05-25 00:00:00.000;;"HEFEI  MEILING CO.,LTD - KINE, Meiling Park,Feidon  - ";M1
7195;2016-05-14 00:00:00.000;;"POSTAS - TURQI - ";
7196;2016-05-26 00:00:00.000;;"SHENZEN KAVBAO HOUSEHOLD COMMODITY CO.LTD - KINE - ";M1
7197;2016-05-26 00:00:00.000;;"PANDA INTERNATIONAL INFORMATION TECHNOLOGY - KINE - ";M1
7198;2016-05-26 00:00:00.000;;"HOMA APPLIANCES CO LTD -  - ";M1
7199;2016-05-27 00:00:00.000;;"GAMA NPT - Rr.MAGJ.FERIZAJ/URESOVAC - ";M1
7200;2016-05-27 00:00:00.000;K53929402D;"MIKLOVAN CELA - LUSHNJE - ";M1
7201;2016-05-28 00:00:00.000;;"BENTY. s.r.l - ITALI - ";M1
7202;2016-05-28 00:00:00.000;;"ELICA SPA   ARIA NUOVA - ITALI - ";M1
7203;2016-05-30 00:00:00.000;;"HOMA APPLIANCES CO LTD -  - ";M1
7204;2016-05-30 00:00:00.000;;"HOMA APPLIANCES CO LTD -  - ";M1
7909;2016-10-22 00:00:00.000;L37222206U;"ERJON JAUPI - VLORE - ";
7910;2016-10-22 00:00:00.000;L36411204A;"ARTAN BRAHIMAJ - VLORE - ";
7911;2016-10-23 00:00:00.000;K26307202E;"AULONA POL 1 SHPK - VLORE - ";
7946;2016-10-01 00:00:00.000;;"VEZIKO KARCANAJ - VLORE - ";
7913;2016-10-24 00:00:00.000;L02205042V;"GLOBAL NET SHPK - TIRANE - ";
7914;2016-10-25 00:00:00.000;L26806202P;"DRITAN SELMANAJ  - GRAND XEROX - ";
7915;2016-10-25 00:00:00.000;K4161418O;"CELESI DESIGN&PUBLICITET - TIRANE - ";
7916;2016-10-26 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
7917;2016-10-26 00:00:00.000;K36328206E;"MOND OFFICE SHPK - VLORE - ";
7918;2016-10-26 00:00:00.000;L22410001S;"ETNA.AL SHPK - TIRANE - ";
7919;2016-10-27 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
7920;2016-10-27 00:00:00.000;L37222206U;"ERJON JAUPI - VLORE - ";
7921;2016-10-28 00:00:00.000;K32627418M;"KRASNIQI SA - FIER - ";
7922;2016-10-29 00:00:00.000;L37222206U;"ERJON JAUPI - VLORE - ";
